teor_umidade_pct,indice_acidez_mgKOH_g,ponto_fusao_c,indice_oxidacao_1a10,certificacao_exigida,id_pedido
0.98,4.3,35.2,6.0,Internacional,Manteiga de manga_Setembro_44
0.4,4.82,29.0,8.0,Internacional,Manteiga de manga_Setembro_45
0.93,5.42,33.67,7.826709526592636,ISO-HACCP,Manteiga de manga_Setembro_46
0.85,2.76,33.28,6.0,ISO-HACCP,Manteiga de manga_Setembro_47
0.86,3.32,31.78,6.0,,Manteiga de manga_Setembro_48
0.5,3.25,36.92,9.0,ISO-HACCP,Manteiga de manga_Setembro_49
0.7,3.96,33.02,7.0,ANVISA,Manteiga de manga_Setembro_50
0.45,3.0,32.93,7.0,Nenhuma,Manteiga de manga_Setembro_51
0.61,2.16,32.06,6.0,ANVISA,Manteiga de manga_Setembro_52
0.56,3.01,34.51,7.0,Internacional,Manteiga de manga_Setembro_53
0.74,6.6,36.22,6.0,,Manteiga de manga_Setembro_54
0.62,4.27,32.06,8.0,ISO-HACCP,Manteiga de manga_Setembro_55
0.31,4.84,33.52,7.0,ANVISA,Manteiga de manga_Setembro_56
0.83,5.43,32.61,8.0,Internacional,Manteiga de manga_Setembro_57
0.52,7.27,30.64,8.0,ISO-HACCP,Manteiga de manga_Setembro_58
0.75,4.41,33.26,8.0,ISO-HACCP,Manteiga de manga_Setembro_59
1.04,6.0,29.44,9.0,Internacional,Manteiga de manga_Setembro_60
0.73,4.46,35.37,8.0,Internacional,Manteiga de manga_Setembro_61
0.94,1.18,30.31,7.0,Internacional,Manteiga de manga_Setembro_62
0.37,5.61,29.95,8.0,Internacional,Manteiga de manga_Setembro_63
0.9,5.23,30.37,7.0,Internacional,Manteiga de manga_Setembro_64
0.78,3.7,31.86,8.0,ANVISA,Manteiga de manga_Setembro_65
0.33,4.34,31.36,9.0,Nenhuma,Manteiga de manga_Setembro_66
0.9,4.04,31.69,8.0,ISO-HACCP,Manteiga de manga_Setembro_67
0.74,3.54,35.49,8.0,Internacional,Manteiga de manga_Setembro_68
0.79,2.35,37.11,8.0,Internacional,Manteiga de manga_Setembro_69
0.32,4.66,36.31,10.0,Internacional,Manteiga de manga_Setembro_70
1.04,6.45,35.75,7.0,Nenhuma,Manteiga de manga_Setembro_71
0.5,4.72,31.3,9.0,ANVISA,Manteiga de manga_Setembro_72
0.62,4.22,35.76,7.0,ANVISA,Manteiga de manga_Setembro_73
0.36,2.81,30.65,9.0,ISO-HACCP,Manteiga de manga_Setembro_74
0.55,7.43,34.47,7.0,ANVISA,Manteiga de manga_Setembro_75
0.46,3.46,34.52,8.0,Internacional,Manteiga de manga_Setembro_76
0.52,2.6,35.15,8.0,Internacional,Manteiga de manga_Setembro_77
0.55,4.82,33.58,8.0,ISO-HACCP,Manteiga de manga_Setembro_78
0.81,5.96,34.31,9.0,Internacional,Manteiga de manga_Setembro_79
0.55,2.99,32.62,6.0,ANVISA,Manteiga de manga_Setembro_80
0.73,5.64,34.29,8.0,Internacional,Manteiga de manga_Setembro_81
0.15,1.88,34.76,8.0,ISO-HACCP,Manteiga de manga_Setembro_82
0.97,5.29,34.51,9.0,ANVISA,Manteiga de manga_Setembro_83
0.57,5.69,33.22,9.0,ANVISA,Manteiga de manga_Setembro_84
0.46,1.9,36.44,10.0,Internacional,Manteiga de manga_Setembro_85
0.1,2.38,31.33,7.0,ISO-HACCP,Manteiga de manga_Setembro_86
0.43,5.44,33.46,8.0,Nenhuma,Manteiga de manga_Setembro_87
0.83,2.97,35.41,7.0,Internacional,Manteiga de manga_Setembro_88
0.81,4.12,35.53,7.0,ISO-HACCP,Manteiga de manga_Setembro_89
0.46,3.24,35.06,7.0,ISO-HACCP,Manteiga de manga_Setembro_90
0.91,5.01,31.06,7.0,ISO-HACCP,Manteiga de manga_Setembro_91
0.97,4.61,33.82,10.0,Internacional,Manteiga de manga_Setembro_92
0.69,2.75,31.03,7.0,Internacional,Manteiga de manga_Setembro_93
0.48,3.51,33.34,6.0,Internacional,Manteiga de manga_Setembro_94
0.54,4.92,32.73,7.0,Internacional,Manteiga de manga_Setembro_95
0.46,4.99,33.47,9.0,Internacional,Manteiga de manga_Setembro_96
0.57,2.8,36.24,9.0,ISO-HACCP,Manteiga de manga_Setembro_97
0.73,5.39,34.84,8.0,,Manteiga de manga_Setembro_98
0.99,3.94,33.78,7.0,ISO-HACCP,Manteiga de manga_Setembro_99
0.39,3.96,32.01,9.0,Internacional,Manteiga de manga_Setembro_100
0.1,3.3,31.74,6.0,ANVISA,Manteiga de manga_Setembro_101
0.4,4.22,33.38,9.0,ANVISA,Manteiga de manga_Setembro_102
0.47,6.1,35.47,8.0,Internacional,Manteiga de manga_Setembro_103
0.93,4.18,32.46,8.0,ANVISA,Manteiga de manga_Setembro_104
0.1,5.92,33.28,10.0,ANVISA,Manteiga de manga_Setembro_105
0.77,6.54,33.57,8.0,,Manteiga de manga_Setembro_106
0.6,2.89,32.0,9.0,Internacional,Manteiga de manga_Setembro_107
0.55,7.14,31.22,7.826709526592636,ISO-HACCP,Manteiga de manga_Setembro_108
0.53,6.26,34.57,10.0,ISO-HACCP,Manteiga de manga_Setembro_109
0.87,6.52,32.26,10.0,ANVISA,Manteiga de manga_Setembro_110
0.54,2.99,29.73,8.0,ANVISA,Manteiga de manga_Setembro_111
0.21,5.21,38.12,7.0,Internacional,Manteiga de manga_Setembro_112
0.24,4.61,34.04,8.0,Nenhuma,Manteiga de manga_Setembro_113
0.7,3.01,31.86,6.0,Internacional,Manteiga de manga_Setembro_114
0.18,4.24,36.89,8.0,Internacional,Manteiga de manga_Setembro_115
0.2,2.47,34.55,7.0,ANVISA,Manteiga de manga_Setembro_116
0.7,2.79,35.23,8.0,Nenhuma,Manteiga de manga_Setembro_117
0.96,2.14,31.57,7.0,ANVISA,Manteiga de manga_Setembro_118
0.75,7.08,29.25,9.0,Internacional,Manteiga de manga_Setembro_119
0.32,7.73,29.36,5.0,ANVISA,Manteiga de manga_Setembro_120
1.0,2.73,31.41,7.0,ANVISA,Manteiga de manga_Setembro_121
0.75,4.52,30.59,9.0,ISO-HACCP,Manteiga de manga_Setembro_122
0.7,2.7,35.71,9.0,ISO-HACCP,Manteiga de manga_Setembro_123
0.23,3.29,33.16,8.0,ISO-HACCP,Manteiga de manga_Setembro_124
0.79,4.32,33.95,8.0,Internacional,Manteiga de manga_Setembro_125
0.56,4.46,33.32,6.0,Nenhuma,Manteiga de manga_Setembro_126
0.34,5.0,28.8,8.0,ANVISA,Manteiga de manga_Setembro_127
0.69,2.71,33.4,9.0,Internacional,Manteiga de manga_Setembro_128
0.35,6.54,31.82,6.0,ISO-HACCP,Manteiga de manga_Setembro_129
0.46,4.3,34.72,8.0,Internacional,Manteiga de manga_Setembro_130
0.7,4.23,32.74,5.0,ISO-HACCP,Manteiga de manga_Setembro_131
0.77,2.85,32.77,9.0,Nenhuma,Manteiga de manga_Setembro_132
0.36,3.69,31.14,8.0,ISO-HACCP,Manteiga de manga_Setembro_133
0.61,5.58,32.47,10.0,ANVISA,Manteiga de manga_Setembro_134
0.58,4.54,36.13,8.0,Nenhuma,Manteiga de manga_Setembro_135
0.85,6.47,34.08,10.0,ISO-HACCP,Manteiga de manga_Setembro_136
0.58,3.15,33.55,7.0,ANVISA,Manteiga de manga_Setembro_137
0.5,3.26,30.98,10.0,Internacional,Manteiga de manga_Setembro_138
0.63,4.57,33.89,8.0,Internacional,Manteiga de manga_Setembro_139
0.13,5.56,29.72,10.0,ISO-HACCP,Manteiga de manga_Setembro_140
0.64,7.35,29.94,10.0,Internacional,Manteiga de manga_Setembro_141
0.46,5.03,30.46,7.0,Internacional,Manteiga de manga_Setembro_142
0.65,8.21,33.01,10.0,,Manteiga de manga_Setembro_143
0.67,5.23,28.0,9.0,ANVISA,Manteiga de manga_Setembro_144
0.26,5.18,28.76,7.0,ANVISA,Manteiga de manga_Setembro_145
0.8,1.0,33.66,9.0,ISO-HACCP,Manteiga de manga_Setembro_146
0.64,6.93,33.99,7.0,ISO-HACCP,Manteiga de manga_Setembro_147
0.16,3.37,28.0,7.0,ANVISA,Manteiga de manga_Setembro_148
0.63,4.94,31.15,8.0,,Manteiga de manga_Setembro_149
0.86,4.73,31.95,7.0,ISO-HACCP,Manteiga de manga_Setembro_150
0.64,4.28,36.43,6.0,ISO-HACCP,Manteiga de manga_Setembro_151
1.18,3.99,33.71,8.0,Nenhuma,Manteiga de manga_Setembro_152
0.57,3.46,33.67,10.0,ISO-HACCP,Manteiga de manga_Setembro_153
0.96,3.4,33.47,8.0,Internacional,Manteiga de manga_Setembro_154
0.51,2.64,33.43,8.0,ANVISA,Manteiga de manga_Setembro_155
0.58,3.44,35.75,7.0,ISO-HACCP,Manteiga de manga_Setembro_156
0.49,3.11,34.66,7.0,ANVISA,Manteiga de manga_Setembro_157
0.73,5.23,32.84,8.0,ISO-HACCP,Manteiga de manga_Setembro_158
0.69,2.01,32.85,7.0,Internacional,Manteiga de manga_Setembro_159
0.41,4.5,31.32,8.0,ISO-HACCP,Manteiga de manga_Setembro_160
0.71,1.16,33.16,9.0,ISO-HACCP,Manteiga de manga_Setembro_161
0.7,1.31,31.02,10.0,Internacional,Manteiga de manga_Setembro_162
0.74,3.55,28.0,6.0,Nenhuma,Manteiga de manga_Setembro_163
0.47,3.35,30.52,9.0,ISO-HACCP,Manteiga de manga_Setembro_164
0.74,4.28,33.18,8.0,Internacional,Manteiga de manga_Setembro_165
0.55,3.21,33.24,6.0,ANVISA,Manteiga de manga_Setembro_166
0.68,2.11,33.26,8.0,Nenhuma,Manteiga de manga_Setembro_167
0.62,2.92,32.49,9.0,ISO-HACCP,Manteiga de manga_Setembro_168
0.49,4.2,31.5,9.0,Internacional,Manteiga de manga_Setembro_169
0.5,3.95,36.22,8.0,ISO-HACCP,Manteiga de manga_Setembro_170
0.65,6.89,33.91,7.0,ANVISA,Manteiga de manga_Setembro_171
0.42,5.65,31.96,5.0,ANVISA,Manteiga de manga_Setembro_172
0.55,5.74,31.48,8.0,ISO-HACCP,Manteiga de manga_Setembro_173
0.56,7.27,30.75,8.0,Internacional,Manteiga de manga_Setembro_174
0.61,4.94,33.03,9.0,Internacional,Manteiga de manga_Setembro_175
0.72,5.18,31.01,7.0,Internacional,Manteiga de manga_Setembro_176
0.99,6.87,34.56,8.0,Nenhuma,Manteiga de manga_Setembro_177
0.54,7.17,32.78,6.0,Internacional,Manteiga de manga_Setembro_178
0.85,3.22,30.74,10.0,Internacional,Manteiga de manga_Setembro_179
0.63,2.74,32.74,8.0,ANVISA,Manteiga de manga_Setembro_180
0.51,3.19,34.11,9.0,ANVISA,Manteiga de manga_Setembro_181
0.61,4.48,33.03,6.0,ISO-HACCP,Manteiga de manga_Setembro_182
0.34,2.41,33.99,10.0,Internacional,Manteiga de manga_Setembro_183
0.47,3.72,34.83,7.0,ANVISA,Manteiga de manga_Setembro_184
0.49,7.02,35.48,8.0,ANVISA,Manteiga de manga_Setembro_185
0.1,3.55,30.77,5.0,ANVISA,Manteiga de manga_Setembro_186
0.4,3.78,34.57,8.0,ANVISA,Manteiga de manga_Setembro_187
0.67,1.81,33.49,8.0,Internacional,Manteiga de manga_Setembro_188
0.73,5.44,31.06,8.0,ISO-HACCP,Manteiga de manga_Setembro_189
0.1,5.1,34.86,9.0,Internacional,Manteiga de manga_Setembro_190
0.97,5.84,29.09,7.0,ISO-HACCP,Manteiga de manga_Setembro_191
0.65,2.04,35.71,5.0,ANVISA,Manteiga de manga_Setembro_192
0.55,2.07,31.77,8.0,ISO-HACCP,Manteiga de manga_Setembro_193
0.88,1.19,30.99,9.0,ANVISA,Manteiga de manga_Setembro_194
0.43,5.46,32.53,7.0,Internacional,Manteiga de manga_Setembro_195
0.49,1.51,34.11,9.0,ISO-HACCP,Manteiga de manga_Setembro_196
0.57,5.96,30.83,7.0,ANVISA,Manteiga de manga_Setembro_197
0.64,5.28,36.66,8.0,Internacional,Manteiga de manga_Setembro_198
0.81,2.23,30.81,10.0,ANVISA,Manteiga de manga_Setembro_199
0.82,5.03,34.16,6.0,ISO-HACCP,Manteiga de manga_Setembro_200
0.64,4.93,31.61,6.0,ANVISA,Manteiga de manga_Setembro_201
0.51,3.8,29.48,8.0,ISO-HACCP,Manteiga de manga_Setembro_202
1.04,1.9,32.18,8.0,ISO-HACCP,Manteiga de manga_Setembro_203
0.41,1.0,32.02,10.0,Internacional,Manteiga de manga_Setembro_204
0.72,4.04,32.44,9.0,ISO-HACCP,Manteiga de manga_Setembro_205
0.65,5.07,28.0,9.0,Nenhuma,Manteiga de manga_Setembro_206
0.79,3.74,31.27,9.0,Internacional,Manteiga de manga_Setembro_207
0.57,1.0,33.8,7.0,Internacional,Manteiga de manga_Setembro_208
0.43,4.95,36.38,7.0,,Manteiga de manga_Setembro_209
0.58,4.78,30.72,8.0,Internacional,Manteiga de manga_Setembro_210
0.69,1.45,33.25,7.0,Internacional,Manteiga de manga_Setembro_211
0.72,4.18,34.17,8.0,Internacional,Manteiga de manga_Setembro_212
0.3,5.16,31.49,9.0,Internacional,Manteiga de manga_Setembro_213
0.55,3.52,32.26,9.0,Internacional,Manteiga de manga_Setembro_214
0.41,3.1,29.41,8.0,Internacional,Manteiga de manga_Setembro_215
0.54,3.51,30.43,7.0,ISO-HACCP,Manteiga de manga_Setembro_216
0.1,3.48,33.44,7.0,Nenhuma,Manteiga de manga_Setembro_217
0.18,3.21,33.67,8.0,Internacional,Manteiga de manga_Setembro_218
0.88,3.97,34.6,9.0,Internacional,Manteiga de manga_Setembro_219
0.32,4.15,29.41,10.0,ISO-HACCP,Manteiga de manga_Setembro_220
0.56,7.93,30.77,7.0,ANVISA,Manteiga de manga_Setembro_221
0.66,5.52,31.82,9.0,Nenhuma,Manteiga de manga_Setembro_222
0.41,3.77,31.76,9.0,Internacional,Manteiga de manga_Setembro_223
0.54,4.6,34.69,9.0,ISO-HACCP,Manteiga de manga_Setembro_224
0.48,5.21,28.46,7.0,ANVISA,Manteiga de manga_Setembro_225
0.71,4.85,31.5,6.0,ANVISA,Manteiga de manga_Setembro_226
0.65,1.49,32.96,10.0,Internacional,Manteiga de manga_Setembro_227
0.78,5.14,38.23,6.0,Internacional,Manteiga de manga_Setembro_228
0.56,2.84,34.44,7.0,ISO-HACCP,Manteiga de manga_Setembro_229
1.07,4.8,29.48,8.0,ISO-HACCP,Manteiga de manga_Setembro_230
0.28,7.2,30.64,8.0,ISO-HACCP,Manteiga de manga_Setembro_231
0.86,7.87,30.8,9.0,ANVISA,Manteiga de manga_Setembro_232
0.66,2.81,36.7,8.0,Internacional,Manteiga de manga_Setembro_233
0.73,3.35,32.51,8.0,Internacional,Manteiga de manga_Setembro_234
0.73,5.59,31.88,7.0,ISO-HACCP,Manteiga de manga_Setembro_235
0.5,6.27,30.97,10.0,ANVISA,Manteiga de manga_Setembro_236
0.55,5.73,29.44,9.0,ISO-HACCP,Manteiga de manga_Setembro_237
0.76,4.55,29.55,8.0,Internacional,Manteiga de manga_Setembro_238
0.51,2.73,31.45,7.0,ISO-HACCP,Manteiga de manga_Setembro_239
0.95,7.27,35.19,8.0,ANVISA,Manteiga de manga_Setembro_240
0.77,8.71,33.17,7.0,ISO-HACCP,Manteiga de manga_Setembro_241
0.3,3.36,31.04,8.0,ISO-HACCP,Manteiga de manga_Setembro_242
0.77,3.86,32.4,8.0,Internacional,Manteiga de manga_Setembro_243
0.1,4.91,32.12,10.0,ANVISA,Manteiga de manga_Setembro_244
0.85,4.74,34.94,7.0,Internacional,Manteiga de manga_Setembro_245
0.27,5.89,32.03,7.0,Internacional,Manteiga de manga_Setembro_246
0.29,6.57,29.3,8.0,Internacional,Manteiga de manga_Setembro_247
1.13,4.96,32.8,7.0,Internacional,Manteiga de manga_Setembro_248
0.34,4.95,33.92,9.0,Internacional,Manteiga de manga_Setembro_249
0.43,5.82,34.61,9.0,Nenhuma,Manteiga de manga_Setembro_250
0.91,4.34,30.47,7.0,ANVISA,Manteiga de manga_Setembro_251
0.14,3.44,31.79,7.0,ANVISA,Manteiga de manga_Setembro_252
0.8,3.63,33.4,7.0,Internacional,Manteiga de manga_Setembro_253
0.53,4.39,29.96,10.0,ISO-HACCP,Manteiga de manga_Setembro_254
0.49,5.18,33.47,8.0,Internacional,Manteiga de manga_Setembro_255
1.1,3.22,36.67,9.0,ANVISA,Manteiga de manga_Setembro_256
0.72,2.95,33.66,10.0,ISO-HACCP,Manteiga de manga_Setembro_257
0.57,1.99,32.89,9.0,Nenhuma,Manteiga de manga_Setembro_258
1.07,3.48,29.5,10.0,ISO-HACCP,Manteiga de manga_Setembro_259
0.38,6.13,28.0,9.0,ISO-HACCP,Manteiga de manga_Setembro_260
0.49,4.49,28.45,9.0,ISO-HACCP,Manteiga de manga_Setembro_261
1.04,2.41,31.76,8.0,ISO-HACCP,Manteiga de manga_Setembro_262
0.3,6.65,29.19,7.0,ISO-HACCP,Manteiga de manga_Setembro_263
0.44,3.28,32.04,7.0,ISO-HACCP,Manteiga de manga_Setembro_264
0.65,4.35,34.29,7.0,ANVISA,Manteiga de manga_Setembro_265
0.45,4.66,36.67,8.0,ISO-HACCP,Manteiga de manga_Setembro_266
0.17,6.96,37.78,8.0,Internacional,Manteiga de manga_Setembro_267
1.08,3.22,32.18,8.0,ISO-HACCP,Manteiga de manga_Setembro_268
0.34,4.38,31.61,7.826709526592636,Internacional,Manteiga de manga_Setembro_269
0.49,6.33,28.82,8.0,ISO-HACCP,Manteiga de manga_Setembro_270
0.55,2.91,36.49,7.0,ANVISA,Manteiga de manga_Setembro_271
0.75,3.0,29.91,9.0,Internacional,Manteiga de manga_Setembro_272
0.99,1.69,30.78,7.0,ISO-HACCP,Manteiga de manga_Setembro_273
0.43,4.42,33.21,8.0,Internacional,Manteiga de manga_Setembro_274
1.17,5.21,32.32,9.0,Internacional,Manteiga de manga_Setembro_275
0.5,3.93,30.42,9.0,ANVISA,Manteiga de manga_Setembro_276
0.67,4.02,28.66,8.0,ISO-HACCP,Manteiga de manga_Setembro_277
0.64,3.43,32.9,9.0,Internacional,Manteiga de manga_Setembro_278
0.6,3.53,30.92,8.0,ANVISA,Manteiga de manga_Setembro_279
0.56,2.12,33.57,9.0,ANVISA,Manteiga de manga_Setembro_280
0.92,4.11,29.7,8.0,ANVISA,Manteiga de manga_Setembro_281
0.4,3.92,30.61,9.0,ANVISA,Manteiga de manga_Setembro_282
0.48,1.52,35.28,7.826709526592636,ISO-HACCP,Manteiga de manga_Setembro_283
0.73,4.43,31.08,7.0,Internacional,Manteiga de manga_Setembro_284
0.81,3.29,35.29,8.0,ISO-HACCP,Manteiga de manga_Setembro_285
0.66,6.83,34.63,8.0,ANVISA,Manteiga de manga_Setembro_286
0.94,6.53,35.69,8.0,Internacional,Manteiga de manga_Setembro_287
0.84,3.43,28.39,10.0,ANVISA,Manteiga de manga_Setembro_288
0.52,7.35,36.66,7.0,Internacional,Manteiga de manga_Setembro_289
1.0,4.09,32.26,8.0,Internacional,Manteiga de manga_Setembro_290
0.89,7.99,33.17,9.0,Internacional,Manteiga de manga_Setembro_291
0.61,5.82,34.48,10.0,Internacional,Manteiga de manga_Setembro_292
0.63,5.35,29.96,7.0,ISO-HACCP,Manteiga de manga_Setembro_293
0.72,1.83,33.21,10.0,Internacional,Manteiga de manga_Setembro_294
0.9,6.3,30.54,10.0,Internacional,Manteiga de manga_Setembro_295
0.76,2.76,29.48,7.0,Internacional,Manteiga de manga_Setembro_296
0.22,2.94,36.84,10.0,Nenhuma,Manteiga de manga_Setembro_297
0.88,4.85,32.67,8.0,ISO-HACCP,Manteiga de manga_Setembro_298
0.53,1.41,30.19,10.0,Internacional,Manteiga de manga_Setembro_299
1.15,5.49,32.07,6.0,Internacional,Manteiga de manga_Setembro_300
0.92,1.93,30.49,8.0,ISO-HACCP,Manteiga de manga_Setembro_301
0.7,6.7,34.36,8.0,ANVISA,Manteiga de manga_Setembro_302
0.57,1.0,30.13,8.0,ANVISA,Manteiga de manga_Setembro_303
0.51,7.68,30.88,10.0,ANVISA,Manteiga de manga_Setembro_304
0.34,2.41,33.5,7.0,Internacional,Manteiga de manga_Setembro_305
0.47,4.68,33.73,9.0,Internacional,Manteiga de manga_Setembro_306
0.27,4.37,31.45,6.0,ANVISA,Manteiga de manga_Setembro_307
0.96,5.78,33.15,7.0,ANVISA,Manteiga de manga_Setembro_308
0.58,2.95,31.86,7.0,Internacional,Manteiga de manga_Setembro_309
0.52,3.77,34.27,10.0,Internacional,Manteiga de manga_Setembro_310
0.41,2.15,34.99,6.0,,Manteiga de manga_Setembro_311
0.22,2.46,37.4,8.0,ISO-HACCP,Manteiga de manga_Setembro_312
0.47,3.09,33.05,9.0,ANVISA,Manteiga de manga_Setembro_313
0.46,4.53,33.62,9.0,Nenhuma,Manteiga de manga_Setembro_314
0.27,1.96,32.74,7.0,ANVISA,Manteiga de manga_Setembro_315
0.29,5.94,32.57,8.0,ANVISA,Manteiga de manga_Setembro_316
0.99,5.58,29.21,8.0,ANVISA,Manteiga de manga_Setembro_317
0.29,2.55,32.66,8.0,Internacional,Manteiga de manga_Setembro_318
1.17,4.51,33.27,7.0,ANVISA,Manteiga de manga_Setembro_319
0.75,6.11,33.3,8.0,Nenhuma,Manteiga de manga_Setembro_320
0.6,6.36,34.79,6.0,Internacional,Manteiga de manga_Setembro_321
0.57,3.79,30.19,6.0,,Manteiga de manga_Setembro_322
0.45,4.77,34.22,6.0,ISO-HACCP,Manteiga de manga_Setembro_323
0.37,4.38,32.6,9.0,Internacional,Manteiga de manga_Setembro_324
0.1,4.46,31.87,8.0,ANVISA,Manteiga de manga_Setembro_325
0.4,4.06,35.45,7.826709526592636,ISO-HACCP,Manteiga de manga_Setembro_326
0.71,3.92,32.63,7.0,ANVISA,Manteiga de manga_Setembro_327
0.45,6.12,31.57,8.0,Internacional,Manteiga de manga_Setembro_328
0.46,3.64,36.49,8.0,ISO-HACCP,Manteiga de manga_Setembro_329
0.76,4.05,34.97,8.0,Internacional,Manteiga de manga_Setembro_330
0.71,2.99,32.39,6.0,ANVISA,Manteiga de manga_Setembro_331
0.63,3.82,31.16,8.0,ISO-HACCP,Manteiga de manga_Setembro_332
0.64,7.5,31.6,7.0,Internacional,Manteiga de manga_Setembro_333
0.29,2.17,36.94,9.0,Internacional,Manteiga de manga_Setembro_334
0.93,6.08,32.2,8.0,ANVISA,Manteiga de manga_Setembro_335
1.1,3.25,36.03,7.0,Internacional,Manteiga de manga_Setembro_336
0.82,6.14,31.92,8.0,Internacional,Manteiga de manga_Setembro_337
0.48,4.42,35.23,8.0,Internacional,Manteiga de manga_Setembro_338
0.68,3.26,35.07,8.0,Internacional,Manteiga de manga_Setembro_339
0.69,2.59,32.02,7.0,ISO-HACCP,Manteiga de manga_Setembro_340
0.97,3.4,31.83,8.0,ANVISA,Manteiga de manga_Setembro_341
0.54,3.64,34.47,8.0,Internacional,Manteiga de manga_Setembro_342
0.73,1.0,33.3,7.0,ANVISA,Manteiga de manga_Setembro_343
0.68,5.13,33.22,6.0,ISO-HACCP,Manteiga de manga_Setembro_344
0.13,2.12,33.13,7.0,Nenhuma,Manteiga de manga_Setembro_345
0.1,3.84,33.08,8.0,ANVISA,Manteiga de manga_Setembro_346
0.28,5.71,32.21,9.0,ISO-HACCP,Manteiga de manga_Setembro_347
0.67,3.71,29.03,6.0,Internacional,Manteiga de manga_Setembro_348
0.67,3.22,36.52,9.0,ANVISA,Manteiga de manga_Setembro_349
0.6,3.68,34.1,9.0,ISO-HACCP,Manteiga de manga_Setembro_350
0.6,5.55,32.81,7.0,Internacional,Manteiga de manga_Setembro_351
0.8,3.41,32.23,9.0,,Manteiga de manga_Setembro_352
0.86,3.48,30.7,7.0,ISO-HACCP,Manteiga de manga_Setembro_353
0.86,4.72,33.93,8.0,ANVISA,Manteiga de manga_Setembro_354
0.95,3.64,29.46,6.0,ISO-HACCP,Manteiga de manga_Setembro_355
0.98,6.47,32.33,7.0,Internacional,Manteiga de manga_Setembro_356
0.66,3.74,32.51,10.0,Nenhuma,Manteiga de manga_Setembro_357
0.54,5.7,37.54,9.0,ANVISA,Manteiga de manga_Setembro_358
0.3,1.66,33.63,8.0,ISO-HACCP,Manteiga de manga_Setembro_359
0.84,2.44,33.57,7.0,ISO-HACCP,Manteiga de manga_Setembro_360
0.99,5.19,34.3,8.0,Internacional,Manteiga de manga_Setembro_361
1.09,6.47,37.62,8.0,ISO-HACCP,Manteiga de manga_Setembro_362
0.71,5.82,34.15,6.0,ISO-HACCP,Manteiga de manga_Setembro_363
0.53,4.62,35.47,7.0,Internacional,Manteiga de manga_Setembro_364
0.18,4.37,35.34,8.0,ISO-HACCP,Manteiga de manga_Setembro_365
0.87,3.13,29.46,7.0,Internacional,Manteiga de manga_Setembro_366
0.41,4.79,34.9,5.0,ANVISA,Manteiga de manga_Setembro_367
0.8,3.17,29.82,7.0,,Manteiga de manga_Setembro_368
0.79,6.71,32.38,7.0,ISO-HACCP,Manteiga de manga_Setembro_369
0.63,5.06,30.45,7.0,ANVISA,Manteiga de manga_Setembro_370
0.85,5.41,31.12,5.0,Internacional,Manteiga de manga_Setembro_371
0.62,5.89,32.35,8.0,Internacional,Manteiga de manga_Setembro_372
0.49,2.66,31.54,9.0,ISO-HACCP,Manteiga de manga_Setembro_373
0.91,2.74,30.99,7.0,ISO-HACCP,Manteiga de manga_Setembro_374
0.23,1.16,31.32,7.0,Internacional,Manteiga de manga_Setembro_375
0.56,3.29,32.86,8.0,ISO-HACCP,Manteiga de manga_Setembro_376
0.71,4.02,31.93,10.0,Internacional,Manteiga de manga_Setembro_377
0.52,4.35,31.67,7.0,Nenhuma,Manteiga de manga_Setembro_378
0.37,3.25,33.71,6.0,Internacional,Manteiga de manga_Setembro_379
0.13,5.28,29.64,8.0,Internacional,Manteiga de manga_Setembro_380
1.07,6.2,28.04,8.0,ANVISA,Manteiga de manga_Setembro_381
0.84,4.89,34.58,6.0,Internacional,Manteiga de manga_Setembro_382
0.15,4.51,32.55,10.0,Nenhuma,Manteiga de manga_Setembro_383
0.78,7.15,30.47,8.0,ISO-HACCP,Manteiga de manga_Setembro_384
0.4,4.87,33.86,8.0,Internacional,Manteiga de manga_Setembro_385
0.82,4.45,31.12,8.0,ISO-HACCP,Manteiga de manga_Setembro_386
0.6,1.74,36.05,7.826709526592636,ANVISA,Manteiga de manga_Setembro_387
1.13,1.12,34.18,8.0,ISO-HACCP,Manteiga de manga_Setembro_388
0.66,1.88,31.98,9.0,Internacional,Manteiga de manga_Setembro_389
1.04,3.63,36.14,6.0,ISO-HACCP,Manteiga de manga_Setembro_390
0.82,1.89,34.91,7.826709526592636,Internacional,Manteiga de manga_Setembro_391
0.72,5.29,33.26,8.0,ANVISA,Manteiga de manga_Setembro_392
0.84,9.5,37.19,7.0,Internacional,Manteiga de manga_Setembro_393
0.8,2.77,35.77,8.0,ANVISA,Manteiga de manga_Setembro_394
0.46,2.04,33.33,10.0,ANVISA,Manteiga de manga_Setembro_395
0.62,2.25,33.86,9.0,Internacional,Manteiga de manga_Setembro_396
0.42,4.61,31.27,10.0,,Manteiga de manga_Setembro_397
0.81,4.98,34.74,7.826709526592636,Internacional,Manteiga de manga_Setembro_398
0.51,4.58,35.42,9.0,ANVISA,Manteiga de manga_Setembro_399
0.23,3.39,32.71,6.0,ANVISA,Manteiga de manga_Setembro_400
0.52,4.5,33.28,9.0,ANVISA,Manteiga de manga_Setembro_401
0.1,6.88,36.01,7.0,ANVISA,Manteiga de manga_Setembro_402
0.4,1.0,28.0,9.0,Internacional,Manteiga de manga_Setembro_403
0.59,4.76,36.71,7.0,ISO-HACCP,Manteiga de manga_Setembro_404
0.59,2.96,32.22,8.0,ANVISA,Manteiga de manga_Setembro_405
